UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var
4882,M19741,M,303.8,312.6,1406,47.1,162,0,0,0,0,0,0,303.72999999999996,0.048304589166290886,0.0023333333345241466,312.46,0.08432740434438649,0.007111111123461653,1499.8,118.4537415571492,14031.288888887897,40.690000000000005,9.251120052308375,85.5832222222221,148.4,8.342661445844078,69.59999999997319
4883,L52062,L,303.7,312.5,1462,46.2,165,0,0,0,0,0,0,303.73,0.048304589166290886,0.0023333333345241466,312.46999999999997,0.08232726031014272,0.0067777777901740005,1514.4,100.99306906911437,10199.599999998905,39.38,6.9691064308449695,48.56844444444471,151.2,8.7787622514024,77.06666666664772
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0,303.74,0.05163977796118038,0.0026666666678800115,312.49,0.08755950364840208,0.007666666679154537,1535.4,112.80189123709503,12724.266666665419,38.43,7.669282162555334,58.81788888888942,154.0,8.919392106839146,79.55555555554446
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,303.74,0.05163977796118038,0.0026666666678800115,312.49,0.08755950364840208,0.007666666679154537,1539.0,116.28700127987389,13522.666666665393,38.14,8.03190858735059,64.51155555555617,156.8,9.126274644611872,83.28888888888554
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,303.75,0.05270462768119704,0.0027777777790136014,312.5,0.0816496581695198,0.006666666679199431,1543.6,124.09870623373793,15400.488888887585,37.53,8.811362613756847,77.64011111111189,159.9,9.550450832872567,91.21111111111632
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,303.76,0.051639777961620684,0.0026666666679254856,312.51000000000005,0.07378647882249194,0.005444444457022051,1526.8,135.48907295013757,18357.288888887702,38.36,9.180922248518058,84.28933333333389,163.3,10.089047967420091,101.78888888890349
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,303.76000000000005,0.05163977796162069,0.002666666667925486,312.52000000000004,0.0632455533031575,0.004000000012622537,1520.3,136.02373158958113,18502.455555554414,38.32,9.204322655989202,84.71955555555611,166.6,10.286992865859578,105.82222222224586
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,303.76,0.05163977796162069,0.002666666667925486,312.52,0.0632455533031575,0.004000000012622537,1536.7,122.11747531691164,14912.677777776524,37.14,8.086641934559651,65.39377777777867,169.8,10.217631819557422,104.40000000003232
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,303.76,0.05163977796162069,0.002666666667925486,312.52,0.0632455533031575,0.004000000012622537,1547.9,125.5047143868787,15751.433333331997,37.239999999999995,8.071651352453005,65.15155555555641,173.0,9.718253158077609,94.4444444444854
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,303.75,0.05270462768119705,0.002777777779013602,312.5,0.06666666676067234,0.004444444456978535,1547.7,125.54330815388325,15761.122222220887,37.44,8.223300229632109,67.62266666666748,175.9,9.39799032890921,88.32222222227102
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,303.74,0.05163977796118038,0.0026666666678800115,312.47,0.08232726031016198,0.006777777790177172,1582.7,130.34573683519352,16990.01111110953,35.37,8.126233239740788,66.03566666666806,178.7,8.957306142663077,80.23333333338968
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,303.73999999999995,0.05163977796118038,0.0026666666678800115,312.45,0.09718253164408736,0.009444444456754039,1628.7,160.66047705919144,25811.788888886975,33.06,7.987657145037503,63.80266666666868,181.5,8.56673151726799,73.3888888889527
4894,M19753,M,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,303.74,0.05163977796118038,0.0026666666678800115,312.43999999999994,0.0843274043438755,0.007111111123375474,1605.1,168.76377310047724,28481.211111109365,34.559999999999995,8.588907575083978,73.76933333333493,184.3,7.846442930827825,61.56666666673795
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,303.74,0.05163977796118038,0.0026666666678800115,312.43999999999994,0.0843274043438755,0.007111111123375474,1584.3,174.64570484904752,30501.122222220623,36.42,9.01391516859726,81.25066666666777,187.1,7.140650452792635,50.98888888896767
4896,M19755,M,303.8,312.4,1597,33.4,203,0,0,0,0,0,0,303.74,0.05163977796118038,0.0026666666678800115,312.42999999999995,0.08232726030907425,0.006777777789998073,1569.2,165.19133687265892,27288.17777777628,37.25,8.201253291757086,67.26055555555644,189.9,7.355270219379176,54.1000000000862
4897,M19756,M,303.7,312.4,1642,32.3,206,0,0,0,0,0,0,303.73,0.048304589166290886,0.002333333334524147,312.41999999999996,0.07888106385184214,0.006222222234398397,1596.2,150.81836021445167,22746.1777777761,35.91,7.7494731003684745,60.054333333334576,192.5,8.031189202110294,64.500000000093
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,303.74,0.05163977796118038,0.0026666666678800115,312.41999999999996,0.07888106385184214,0.006222222234398397,1600.6,147.69352652630403,21813.37777777607,36.38,7.7160438913561435,59.53733333333446,195.2,8.625543461144924,74.40000000009994
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,303.73,0.06749485577987296,0.00455555555674585,312.42,0.07888106385184214,0.006222222234398397,1595.4,152.01184164399277,23107.599999998332,37.83,9.468315584094182,89.64900000000074,198.2,9.472767986889624,89.7333333334409
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,303.72,0.07888106378206082,0.006222222223389547,312.4,0.08164965816680106,0.006666666678755462,1649.0,237.0583613093295,56196.66666666462,35.94,11.425235227337827,130.53600000000125,201.5,10.4482853457772,109.16666666678258
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0,303.71,0.08755950358362652,0.007666666667811104,312.4,0.08164965816680106,0.006666666678755462,1635.3,248.69394399095412,61848.677777775825,35.74,11.287082095130856,127.39822222222354,204.8,10.911767348454184,119.06666666679085
4902,M19761,M,303.6,312.3,1630,32.4,223,0,0,0,0,0,0,303.7,0.0942809041641577,0.008888888890011088,312.4,0.08164965816680106,0.006666666678755462,1622.7,245.06463999887032,60056.67777777591,36.339999999999996,10.887832148269466,118.54488888889007,208.1,10.928555866786139,119.43333333346573
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,303.69000000000005,0.09944289260670636,0.009888888889988933,312.4,0.08164965816680106,0.006666666678755462,1592.1,221.51270342302294,49067.87777777611,36.959999999999994,10.205249193974254,104.14711111111214,211.4,10.844353369387246,117.60000000014053
4904,L52083,L,303.6,312.4,2232,16.8,0,0,0,0,0,0,0,303.67,0.09486832981062207,0.009000000001056965,312.39,0.07378647881888342,0.0054444444564895325,1670.5,292.28078204964714,85428.05555555335,34.21,11.615358606412343,134.9165555555573,191.9,68.04973671269242,4630.766666666759
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,303.65,0.08498365856584528,0.007222222223236168,312.38,0.06324555329825092,0.004000000012001898,1673.8,289.6514380346718,83897.95555555333,34.62,12.160847923653344,147.88622222222386,172.3,90.59071573719805,8206.677777777822
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,303.63,0.06749485577825673,0.004555555556527677,312.38,0.06324555329825092,0.004000000012001898,1650.4,305.560395921254,93367.15555555347,36.59,13.466786303098987,181.35433333333447,152.7,103.49455165477175,10711.122222222219
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,303.62,0.0632455532108912,0.00400000000095167,312.38,0.06324555329825092,0.004000000012001898,1629.8,313.04199221332425,97995.28888888695,37.92,13.651520061883248,186.3640000000008,133.0,110.71886319262231,12258.666666666615
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,303.6,0.0,0.0,312.38,0.06324555329825092,0.004000000012001898,1638.0,311.05947984267897,96757.999999998,37.489999999999995,13.716287965610684,188.13655555555647,113.5,112.99483764019148,12767.833333333234
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,303.6,0.0,0.0,312.39,0.07378647881888344,0.005444444456489533,1637.9,311.12321603434475,96797.65555555356,36.940000000000005,13.09004710966826,171.34933333333436,93.8,110.67550165536419,12249.06666666652
4910,L52089,L,303.5,312.4,1481,43.7,20,0,0,0,0,0,0,303.59000000000003,0.03162277661577672,0.001000000000891315,312.4,0.06666666675733254,0.0044444444565332275,1569.2,251.12936020217546,63065.955555553985,39.540000000000006,11.304197843672465,127.78488888888923,73.9,103.3080076491859,10672.544444444251
4911,M19770,M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,303.58000000000004,0.04216370214591993,0.0017777777786498533,312.4,0.06666666675733254,0.0044444444565332275,1591.0,242.98193805758592,59040.22222222052,38.519999999999996,11.525604346651683,132.83955555555616,54.0,90.15295644378678,8127.555555555315
4912,L52091,L,303.5,312.3,1681,29.8,25,0,0,0,0,0,0,303.57000000000005,0.04830458916279195,0.0023333333341861175,312.4,0.06666666675733254,0.0044444444565332275,1596.1,244.42242577599234,59742.32222222048,38.260000000000005,11.706902047747569,137.05155555555623,34.2,67.91138016235031,4611.955555555268
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0,0,0,0,0,303.56000000000006,0.05163977795750198,0.002666666667500107,312.39,0.08755950364588055,0.0076666666787129694,1585.6,245.72441655010027,60380.488888887194,39.040000000000006,11.296233393874674,127.60488888888933,14.3,9.499122766497829,90.23333333299735
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,303.55,0.05270462767720109,0.0027777777785923915,312.38,0.09189365841257872,0.008444444456447701,1521.7,97.07620145477249,9423.788888887573,40.88,8.397856869463777,70.52399999999993,17.2,9.065195959131206,82.17777777744874
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,303.54,0.05163977795713689,0.002666666667462401,312.37,0.09486832986808767,0.009000000011960295,1526.9,95.98084299598996,9212.322222220875,39.980000000000004,7.680104165960263,58.98400000000019,20.2,8.416914187760415,70.84444444412257
4916,H34329,H,303.5,312.3,1386,49.0,35,0,0,0,0,0,0,303.53000000000003,0.048304589162005473,0.0023333333341101366,312.36,0.09660917836960807,0.009333333345250749,1529.2,91.80147662815533,8427.511111109749,39.57,6.9793425350975955,48.71122222222253,23.0,8.192137151610435,67.11111111079595
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0,303.51,0.05676462122628283,0.0032222222229633586,312.35,0.09718253164185232,0.009444444456319628,1562.5,112.33704247090336,12619.611111109545,37.8,7.50481327031013,56.32222222222303,26.1,8.171087238939437,66.76666666635892
4918,M19777,M,303.4,312.2,1561,38.2,45,0,0,0,0,0,0,303.48999999999995,0.05676462122596127,0.0032222222229268526,312.32000000000005,0.09189365841119301,0.008444444456193023,1557.9,111.24892009462692,12376.322222220686,38.25,7.365271361071696,54.247222222222916,29.2,8.916900308448602,79.51111111081076
4919,L52098,L,303.3,312.2,1457,40.7,48,0,0,0,0,0,0,303.46,0.06992058988264552,0.004888888889537111,312.29,0.07378647881602737,0.005444444456068055,1557.7,111.44809454529155,12420.677777776244,37.5,6.579429222120243,43.28888888888979,32.3,9.569047322820268,91.56666666637372
4920,L52099,L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0,303.44,0.08432740427478706,0.007111111111723374,312.27,0.06749485585656001,0.0045555555670978125,1560.2,109.80467506743561,12057.066666665116,37.13,6.289682910219887,39.56011111111211,35.3,9.978309810102155,99.5666666663809
4921,L52100,L,303.4,312.2,1337,69.4,52,1,0,0,1,0,0,303.43,0.08232726023846597,0.006777777778372099,312.25,0.05270462777821202,0.002777777789239878,1533.3,128.66757339921773,16555.34444444308,40.9,11.67038036131547,136.1977777777778,38.3,10.04489920306428,100.8999999997214
4922,L52101,L,303.4,312.3,1287,54.8,54,0,0,0,0,0,0,303.41999999999996,0.07888106377831203,0.006222222222798129,312.25,0.05270462777821202,0.002777777789239878,1493.9,138.37264501659203,19146.98888888779,43.4,11.706028836078888,137.03111111111045,41.2,9.964381008804171,99.28888888861724
4923,M19782,M,303.4,312.2,1615,35.7,56,0,0,0,0,0,0,303.40999999999997,0.07378647874103958,0.005444444445001885,312.25,0.05270462777821202,0.002777777789239878,1504.3,143.60984955387886,20623.78888888772,43.260000000000005,11.797758732535197,139.18711111111048,44.1,9.585289655378865,91.87777777751307
4924,M19783,M,303.4,312.2,1972,23.5,59,0,0,0,0,0,0,303.4,0.06666666667070857,0.004444444444983366,312.24,0.0516397780600222,0.00266666667808835,1542.2,206.0543617592177,42458.39999999856,42.089999999999996,13.184540610545017,173.83211111111078,47.1,9.01172076303153,81.2111111108536
4925,H34338,H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0,303.39,0.05676462122434309,0.003222222222743142,312.24,0.0516397780600222,0.00266666667808835,1541.2,206.13361362636914,42491.06666666523,42.13,13.183832691764717,173.81344444444412,50.1,8.399074023021473,70.54444444419413
4926,L52105,L,303.4,312.3,1680,30.6,67,0,0,0,0,0,0,303.38,0.04216370214154165,0.001777777778280644,312.23999999999995,0.0516397780600222,0.00266666667808835,1570.6,202.47205568505422,40994.93333333169,40.290000000000006,13.400700645032629,179.5787777777779,53.3,8.09732466104849,65.56666666642404
4927,L52106,L,303.4,312.3,1502,36.0,69,0,0,0,0,0,0,303.38,0.04216370214154165,0.001777777778280644,312.24,0.0516397780600222,0.00266666667808835,1543.9,190.6622668489981,36352.09999999855,41.1,12.799913194150095,163.8377777777777,56.2,7.9972217397868794,63.95555555531988
4928,M19787,M,303.5,312.3,1543,33.3,71,0,0,0,0,0,0,303.39,0.056764621224343094,0.0032222222227431424,312.25,0.05270462777821202,0.002777777789239878,1542.1,190.5678356911222,36316.09999999856,40.61,13.015243200015727,169.3965555555556,58.8,8.175845182255776,66.84444444421499
4929,L52108,L,303.5,312.3,1584,35.2,74,0,0,0,0,0,0,303.40999999999997,0.05676462122465408,0.0032222222227784483,312.26,0.05163977806080436,0.002666666678169131,1554.8,188.48684009470622,35527.28888888736,40.06,13.126749618833891,172.3115555555557,61.4,8.48789988420111,72.0444444442212
4930,L52109,L,303.5,312.4,1340,44.5,76,0,0,0,0,0,0,303.42999999999995,0.048304589160081804,0.0023333333339242927,312.28000000000003,0.06324555329492983,0.004000000011581809,1538.2,200.20755896485343,40083.06666666526,40.510000000000005,13.20138460751582,174.2765555555556,64.0,8.589399151137451,73.77777777756076
4931,L52110,L,303.4,312.3,1663,33.9,78,0,0,0,0,0,0,303.42999999999995,0.048304589160081804,0.0023333333339242927,312.29,0.05676462132211937,0.0032222222338436084,1570.8,190.09167379041827,36134.844444442795,36.96,8.508322722814201,72.39155555555647,66.6,8.487899884201843,72.04444444423366
4932,M19791,M,303.3,312.1,1693,30.0,80,0,0,0,0,0,0,303.41999999999996,0.0632455532079004,0.00400000000057336,312.27000000000004,0.08232726030494945,0.006777777789318905,1611.4,164.35746949188473,27013.377777775822,34.480000000000004,5.964673782641837,35.57733333333488,69.2,8.175845182257303,66.84444444423995
4933,L52112,L,303.3,312.1,1418,44.7,83,0,0,0,0,0,0,303.40999999999997,0.07378647874102874,0.005444444445000285,312.26,0.09660917836745048,0.009333333344833862,1591.7,175.31878900384856,30736.67777777597,35.38,6.790974402347182,46.11733333333466,71.9,7.781031065626619,60.54444444424652
4934,H34347,H,303.4,312.2,1554,36.8,85,0,0,0,0,0,0,303.40999999999997,0.07378647874102874,0.005444444445000285,312.26000000000005,0.09660917836745048,0.009333333344833862,1549.9,113.5052128024605,12883.433333331845,36.709999999999994,5.356709188796265,28.69433333333434,74.5,7.321960878816519,53.61111111091957
4935,L52114,L,303.4,312.2,1580,35.8,90,0,0,0,0,0,0,303.40999999999997,0.07378647874102874,0.005444444445000285,312.25,0.09718253163972324,0.009444444455905808,1555.7,113.40296880298948,12860.233333331804,36.08,5.011719598434701,25.117333333334486,77.3,7.364328437349101,54.23333333314866
4936,L52115,L,303.4,312.3,1479,42.8,92,0,0,0,0,0,0,303.40999999999997,0.07378647874102874,0.005444444445000285,312.25,0.09718253163972324,0.009444444455905808,1535.6,106.52824351628672,11348.266666665284,37.3,5.014423640304567,25.144444444445313,79.8,7.714344502997811,59.51111111093254
4937,L52116,L,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,303.41999999999996,0.07888106377829428,0.006222222222795329,312.26,0.10749677003080339,0.01155555556705543,1513.8,133.1480379126887,17728.399999998783,40.76,11.613134326653118,134.86488888888894,82.3,7.874713398653861,62.011111110938636
4938,L52117,L,303.4,312.3,1540,38.7,96,0,0,0,0,0,0,303.40999999999997,0.07378647874102874,0.005444444445000285,312.26,0.10749677003080339,0.01155555556705543,1513.5,133.07829775486354,17709.833333332117,41.3,11.350281445360235,128.82888888888883,84.8,7.857056276568659,61.73333333316696
4939,M19798,M,303.5,312.4,1606,30.1,98,0,0,0,0,0,0,303.40999999999997,0.07378647874102874,0.005444444445000285,312.27000000000004,0.11595018092259671,0.013444444455982911,1515.7,134.54701780418162,18102.899999998765,40.79,11.761939560388086,138.34322222222227,87.2,7.857056276569032,61.73333333317282
4940,L52119,L,303.6,312.5,1286,62.4,101,0,0,0,0,0,0,303.41999999999996,0.09189365835039308,0.008444444445018767,312.28000000000003,0.13165611776484426,0.017333333344910544,1510.3,143.1883375139149,20502.899999998805,42.58,13.606681365335834,185.14177777777743,89.7,7.874713398655009,62.011111110956726
4941,L52120,L,303.6,312.6,1502,39.5,103,0,0,0,0,0,0,303.43999999999994,0.10749676998014566,0.011555555556164348,312.31,0.1663329993668192,0.027666666678362272,1494.2,132.78453725239345,17631.73333333226,43.14,13.322011860075772,177.47599999999954,92.2,7.714344502999776,59.51111111096285
4942,M19801,M,303.6,312.7,1699,31.5,105,0,0,0,0,0,0,303.47,0.10593499055025285,0.011222222222882161,312.37,0.18885620635445594,0.03566666667859684,1494.8,133.79237646442687,17900.399999998925,43.29,13.165143371798102,173.3209999999995,94.7,7.364328437351992,54.23333333319123
4943,L52122,L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0,303.49,0.08755950358105846,0.007666666667361389,312.41999999999996,0.17511900718880974,0.0306666666787944,1513.2,134.70609983713476,18145.733333332115,42.239999999999995,13.455705109729466,181.05599999999967,97.2,7.192588778263175,51.73333333319736
4944,H34357,H,303.6,312.6,1436,42.0,110,0,0,0,0,0,0,303.51,0.08755950358125322,0.0076666666673954964,312.46000000000004,0.16465452050700904,0.027111111123393063,1501.4,135.89800096640695,18468.266666665542,42.760000000000005,13.321928455662016,177.47377777777734,99.7,6.8158312446410925,46.45555555542574
4945,M19804,M,303.6,312.7,1765,27.5,115,0,0,0,0,0,0,303.53,0.08232726023948492,0.006777777778539874,312.51,0.15238839271643032,0.023222222234696995,1519.9,158.49952681316978,25122.09999999873,41.92999999999999,14.042795701394748,197.20011111111083,102.2,7.420691791642002,55.06666666654299
